track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
7FPbxfwWa2gzB9ePX19I5z,"Arijit Singh, Neeti Mohan",Boss,Har Kisi Ko,57,337046,False,0.553,0.705,3,-6.898,1,0.0308,0.478,0.0,0.278,0.324,95.007,4,"filmi, modern bollywood"
6pGhyosvAt0ke0XH3vfFAr,Jazzy B,Romeo,Dil Luteya,39,261760,False,0.812,0.786,2,-5.939,1,0.205,0.254,0.0,0.25,0.885,89.984,4,"classic bhangra, punjabi pop, bhangra"
6O1RAYwmOqkcoJQr7J9SFJ,"Manan Bhardwaj, Arijit Singh",Yaariyan 2,Oonchi Oonchi Deewarein,58,251109,False,0.263,0.616,5,-5.17,1,0.0398,0.533,0.0,0.086,0.298,78.353,4,"desi pop, filmi, modern bollywood"
6ZBPTNro2APVK8mDBc9L30,"Atif Aslam, Monali Thakur",Tu Mohabbat Hai (Valentine Special),"Tu Mohabbat Hai (From ""Tere Naal Love Ho Gaya"")",0,322757,False,0.637,0.669,10,-6.333,1,0.0361,0.355,6.22e-05,0.0963,0.523,118.967,4,"filmi, classic pakistani pop, sufi, modern bollywood"
4KSHc0ATBNg29sFqUmcfNq,"Jatin-Lalit, Babul Supriyo, Mahalakshmi Iyer, Master Akshay Bhagwat, Aamir Khan, Kajol, Prasoon Joshi",Fanaa,Chanda Chamke,46,228388,False,0.894,0.687,5,-8.651,1,0.119,0.366,0.0,0.111,0.645,113.992,4,"filmi, classic bollywood, afghan pop, modern bollywood, chutney"
4KCbZcshgibfJSCAkg87Lv,"Vishal-Shekhar, Rahat Fateh Ali Khan, Irshad Kamil",Sultan,Jag Ghoomeya,61,281991,False,0.484,0.565,11,-7.954,1,0.0347,0.479,2.13e-06,0.105,0.607,82.653,4,"filmi, classic pakistani pop, sufi, modern bollywood, qawwali"
1AbtTQRobhzp7QZc1aAY6o,Atif Aslam,Atif Hit Story,"Tu Jaane Na (From ""Ajab Prem Ki Ghazab Kahani"")",0,341933,False,0.702,0.86,7,-3.969,1,0.0346,0.36,1.33e-06,0.133,0.83,120.045,4,"filmi, classic pakistani pop, sufi, modern bollywood"
5AhxzlhZbKYfu4YNiUnmvx,"Sona Mohapatra, Ravindra Upadhyay",Talaash,Jiya Lage Na,48,276607,False,0.48,0.601,11,-5.879,1,0.0348,0.16,0.000491,0.131,0.22,169.997,4,"filmi, modern bollywood"
3zDclXNuaA2yd8SXBZ03VT,Mukesh,Mukesh Ki Barfi,Suhana Safar Aur Yeh Mausam,53,229506,False,0.491,0.308,7,-13.842,0,0.15,0.639,0.0121,0.139,0.614,150.612,3,"filmi, classic bollywood"
2Rr8j88wr7SAYSwuekTJgx,"Armaan Malik, Shraddha Kapoor",2016 Shining Star - Armaan Malik,"Sab Tera (From ""Baaghi"")",51,228116,False,0.502,0.641,7,-5.863,1,0.034,0.641,1.02e-06,0.151,0.431,159.781,4,"filmi, modern bollywood"
4ila6GeGBPGmJTGRoHOV5E,"Shreya Ghoshal, Osman Mir",Ram-Leela (Original Motion Picture Soundtrack),Nagada Sang Dhol,0,273319,False,0.73,0.944,3,-3.48,0,0.164,0.266,0.00443,0.0354,0.657,113.309,3,"gujarati garba, filmi, gujarati pop, modern bollywood"
5tllbwxYanPKmFs1g4EP9S,Lata Mangeshkar,Magical Lata,"Jadugar Saiyan Chhod Mori Baiyan - From ""Nagin""",0,173360,False,0.64,0.423,7,-11.507,1,0.0416,0.982,0.739,0.108,0.777,119.316,4,"lata, filmi, classic bollywood"
2I0MIQhICYnKHvaxUHYH49,"Amit Trivedi, Varun Grover, Shahid Mallya, Sireesha Bhagavatula, Swanand Kirkire",Qala (Music From The Netflix Film),Shauq,54,256284,False,0.411,0.244,7,-11.364,1,0.0349,0.868,2.54e-05,0.128,0.248,139.935,4,"filmi, modern bollywood"
6EYhB6w3JQQIrBZNMVjDyb,Armaan Malik,Amaal Mallik & Armaan Malik - Mtv Unplugged Season 7,Sab Tera Unplugged,33,282871,False,0.624,0.439,7,-11.537,1,0.0468,0.244,0.0,0.785,0.376,80.065,4,"filmi, modern bollywood"
4uDJ3ufQ5jp8ujYUC8wzHA,"Raamlaxman, Lata Mangeshkar",Maine Pyar Kiya,Dil Deewana - Female,0,354426,False,0.389,0.372,8,-12.354,1,0.041,0.788,0.00374,0.0903,0.614,80.517,4,"lata, filmi, classic bollywood"
6YEigVLKeRSOusYWwA8VNr,"Hemant Kumar, S. D. Burman",Jaal,Yeh Raat Yeh Chandni - Hemant Kumar,39,296240,False,0.441,0.303,2,-11.063,1,0.0341,0.95,0.0,0.0888,0.616,81.02,4,"filmi, rabindra sangeet, classic bollywood"
4nRCEUefTt4YvjQBzHgOmR,"Lata Mangeshkar, Mohammed Rafi",The Golden Collection - Duets Of Lata Mangeshkar & Mohd. Rafi,Jo Waada Kiya,0,196733,False,0.469,0.487,6,-8.826,1,0.0437,0.732,0.00474,0.444,0.641,155.959,4,"lata, filmi, classic bollywood"
3UySEf4STA8n0pIpvKXLQ7,Sunidhi Chauhan,Dhoom : 3 (Original Motion Picture Soundtrack),Kamli,0,234737,False,0.62,0.926,7,-5.896,0,0.0986,0.172,0.0,0.277,0.733,175.103,4,"filmi, modern bollywood"
2cYwZnsAzNuvSNYucLsAEm,"Jubin Nautiyal, Rohanpreet Singh, Rana Sotal",Aise Kaise,Aise Kaise,30,180570,False,0.735,0.546,7,-10.208,0,0.0454,0.741,0.04,0.11,0.316,110.997,4,"desi pop, filmi, hare krishna, modern bollywood, punjabi pop"
3WbmZDODopN9M7lDWd6uey,"Shankar-Ehsaan-Loy, Rashid Khan",My Name Is Khan (Original Motion Picture Soundtrack),Allah Hi Reham,0,241453,False,0.567,0.654,3,-7.797,1,0.0715,0.739,0.0,0.103,0.436,80.052,4,"filmi, hindustani vocal, khayal, indian classical, hindustani classical, modern bollywood"
3GrCQPpKqKzOcKfMAoqn82,"Tanishk Bagchi, Arijit Singh, Asees Kaur","Bolna (From ""Kapoor & Sons (Since 1921)"")","Bolna (From ""Kapoor & Sons (Since 1921)"")",65,212832,False,0.488,0.403,5,-7.005,1,0.0272,0.598,4.28e-06,0.434,0.497,131.489,3,"desi pop, filmi, modern bollywood"
78kjDP5Msi6neqS4aD2kVw,"Kishore Kumar, Lata Mangeshkar",The Best of Bollywood,"Hey Maine Kasam Li - From ""Tere Mere Sapne """,16,239840,False,0.585,0.602,1,-5.272,1,0.0325,0.786,0.0,0.172,0.868,140.828,4,"lata, filmi, classic bollywood"
73pGqYzwpDDDhd3FSF4gdR,Lata Mangeshkar,"The Golden Melodies, Vol. 1","Jaise Radha Ne Mala Japi - From ""Tere Mere Sapne""",24,238973,False,0.454,0.577,4,-7.779,1,0.102,0.595,5.68e-06,0.504,0.775,150.383,3,"lata, filmi, classic bollywood"
63BUJ86ko2ATtBjKHCx9pK,"Atif Aslam, Hadiqa Kiyani",With Love - Atif,"Hona Tha Pyar (From ""Bol"")",0,220310,False,0.689,0.542,4,-8.673,1,0.0308,0.571,0.0307,0.181,0.783,102.981,4,"filmi, classic pakistani pop, sufi, modern bollywood"
0CtZpaOhtzvLV3FfcsVpQo,"Vishal-Shekhar, Shilpa Rao, Caralisa Monteiro, Vishal Dadlani, Shekhar Ravjiani, Kumaar","Besharam Rang (From ""Pathaan"")","Besharam Rang (From ""Pathaan"")",68,258472,False,0.773,0.795,8,-5.537,0,0.0412,0.0587,0.00237,0.154,0.649,115.997,4,"filmi, modern bollywood"
46bHffIYlRKDZJG1Wbv8vi,"Mukesh, Lata Mangeshkar",Kabhi Kabhie,Kabhi Kabhi Mere Dil Mein Duet,53,298579,False,0.502,0.315,4,-10.438,1,0.0318,0.979,5.7e-05,0.626,0.397,110.618,4,"lata, filmi, classic bollywood"
5pcmtf1lwrMqmAWWm248fY,"AP Dhillon, Gurinder Gill",HIDDEN GEMS,DESIRES,58,168000,False,0.863,0.387,5,-10.057,0,0.256,0.365,0.00238,0.06,0.39,100.013,4,"punjabi hip hop, desi pop, desi hip hop, punjabi pop"
0OGWPZujUqgF5ER4iSg2Qp,"B Praak, Jaani",Shershaah (Original Motion Picture Soundtrack),Mann Bharryaa 2.0,50,266005,False,0.35,0.477,2,-4.933,1,0.0341,0.676,0.0,0.136,0.187,91.162,4,"filmi, punjabi pop, desi pop"
12oRKXTefs3rV31mE78AZu,"Shankar-Ehsaan-Loy, Diljit Dosanjh",Soorma Anthem,"Ishq Di Baajiyaan (From ""Soorma)",0,287134,False,0.72,0.609,7,-7.232,1,0.0465,0.0229,0.000294,0.111,0.8,154.975,4,"punjabi pop, filmi, modern bollywood"
6f3ANRNQ8nCiPZ6VqXqq93,"Amaal Mallik, Armaan Malik, Rashmi Virag",Main Rahoon Ya Na Rahoon,Main Rahoon Ya Na Rahoon,68,309457,False,0.55,0.488,6,-8.059,1,0.0284,0.718,0.000118,0.126,0.301,136.025,3,"desi pop, filmi, modern bollywood"
4siSZO2bmc1y1c5jRcdEew,Estudios Talkback,Music from India. Hindu Essential Songs,Tushe Dekha To Yeh Jaana Sanam,0,254293,False,0.629,0.797,6,-6.715,0,0.0362,0.586,0.0193,0.499,0.908,96.176,4,Unknown
1rEVydQSe04NJUqyyEyeEq,"Pritam, Akhtar Chinnal",Phantom,Afghan Jalebi (Film Version),64,224206,False,0.84,0.884,0,-3.217,1,0.334,0.427,0.0,0.0885,0.972,118.007,4,"filmi, indian instrumental, modern bollywood"
6eB0WEq3w0g8n4WXBpf3uV,Zain Worldwide,Kabhii Tumhe X Meri Yaad,Kabhii Tumhe X Meri Yaad,36,142465,False,0.644,0.29,7,-12.605,0,0.0288,0.919,0.00529,0.192,0.342,89.981,4,Unknown
62kgwMyl2b6A9rJq38PbJ3,"Aadesh Shrivastava, Shashi, Rosalie Nicholson",Raajneeti (Original Motion Picture Soundtrack),Mora Piya,47,344773,False,0.558,0.572,3,-7.723,0,0.0429,0.257,0.000564,0.0689,0.337,94.105,4,"filmi, classic bollywood, modern bollywood"
4E0kHJnyDZx5JsKyeau5fE,Kailash Kher,Women's Day Anthems,Mumma,0,270863,False,0.72,0.344,5,-11.666,1,0.0395,0.722,3.66e-06,0.0837,0.602,90.001,4,"filmi, indian folk, sufi, modern bollywood"
2xBX0LSqGAKDfY660fzHAI,"Udit Narayan, Poornima",Hero No. 1 (Original Motion Picture Soundtrack),Sona Kitna Sona Hai,62,289153,False,0.756,0.92,7,-8.397,1,0.0776,0.0731,0.0101,0.347,0.849,98.993,4,"odia pop, filmi, chutney, classic bollywood"
7tB3A8riBdUDczATfAw0of,"Lata Mangeshkar, Shailendra Singh",Romantic Hero - Rishi Kapoor,"Mujhe Kuchh Kahna Hai (From ""Bobby"")",9,362573,False,0.397,0.41,6,-13.325,0,0.039,0.962,0.109,0.607,0.709,84.682,4,"lata, filmi, classic bollywood"
20nS6xxrVlLblXI1sxWEY3,"Manna Dey, Lata Mangeshkar","Legends: Manna Dey - The Maestro, Vol. 1","Pyar Hua Iqrar Hua - From ""Shree 420""",0,257593,False,0.468,0.37,8,-11.753,0,0.0363,0.467,7.09e-05,0.0398,0.786,129.34,4,"lata, filmi, rabindra sangeet, classic bollywood"
2jbZvCWfKXbwq98CUDG8lV,Kishore Kumar,Vintage King: Rajesh Khanna,"Yeh Sham Mastani - From ""Kati Patang""",0,277026,False,0.42,0.494,6,-10.997,1,0.034,0.886,0.0,0.336,0.555,116.04,4,"filmi, classic bollywood"
1x8j8CwjIyxiizUEEUxu0i,"Udit Narayan, Alka Yagnik",Swades (Original Motion Picture Soundtrack),Dekho Na,0,346540,False,0.778,0.274,10,-14.924,1,0.0422,0.813,0.000834,0.348,0.61,100.04,4,"odia pop, filmi, hare krishna, modern bollywood, chutney"
4t1DkxexoMbIHfSHS4Uiyr,,,,0,0,False,0.65,0.551,0,-6.906,1,0.0274,0.405,0.0,0.219,0.294,102.934,4,Unknown
63MOJ9xs6xl3PfjzmzRDKv,"Vishal Dadlani, Armaan Malik",All Is Well,Chaar Shanivaar,39,214595,False,0.501,0.802,10,-6.044,0,0.211,0.217,0.0,0.156,0.804,79.898,4,"filmi, modern bollywood"
0h73AwuEY2x44cBMOP58fO,"Atif Aslam, Alka Yagnik, Pritam",Kismat Konnection (Original Motion Picture Soundtrack),Bakhuda Tumhi Ho,58,292493,False,0.322,0.752,2,-3.457,1,0.0422,0.633,0.0,0.129,0.502,126.967,4,"filmi, hare krishna, classic pakistani pop, sufi, indian instrumental, modern bollywood"
3cvijYrRntINKXgimRaTKt,"Lata Mangeshkar, Suresh Wadkar",Prem Rog (Original Motion Picture Soundtrack),Bhanware Ne Khilaya Phool,15,467960,False,0.389,0.667,5,-9.235,0,0.0384,0.771,5.21e-05,0.297,0.721,81.193,4,"filmi, garhwali pop, bhajan, hare krishna, lata, classic bollywood"
6dFQ3W3xuG4ll7cNjIsN2Q,"Lata Mangeshkar, Kumar Sanu",Dilwale Dulhania Le Jayenge,Tujhe Dekha To,55,302093,False,0.51,0.544,4,-8.475,0,0.0383,0.745,8.9e-06,0.22,0.828,97.431,4,"lata, filmi, classic bollywood, modern bollywood"
1XEsOzUYV8iH19Xt4cCjXt,"Vishal-Shekhar, Vishal Dadlani",Vishal Dadlani: My Favourites,"I Hate Luv Storys (From ""I Hate Luv Storys"")",0,285213,False,0.747,0.81,11,-8.352,0,0.0541,0.0688,0.0405,0.0592,0.937,130.012,4,"filmi, modern bollywood"
6fIVkFeP4tk5CzFTPDf9PE,Udit Narayan,Darr,Jaadu Teri Nazar,64,279909,False,0.604,0.689,6,-13.12,0,0.0459,0.401,4.45e-05,0.104,0.673,87.838,4,"odia pop, filmi, chutney"
4RDAR6wGqDbhFM0E8dRx1Q,Ram Sampath,Purani Jeans (Original Motion Picture Soundtrack),Yeh Beetey Din,0,239586,False,0.674,0.724,4,-3.707,1,0.0239,0.257,0.0,0.102,0.495,104.983,4,"filmi, modern bollywood"
7wW9scVNLYFLsmBb1yAUmS,Yo Yo Honey Singh,Blue Eyes,Blue Eyes,72,220943,False,0.77,0.51,10,-5.469,0,0.192,0.137,0.000106,0.0346,0.533,188.067,4,"filmi, hindi hip hop, modern bollywood"
1QbftLk2fmvtjmQ6DTvbAB,Tej Gill,Rooh,Rooh,55,208577,False,0.584,0.787,1,-4.247,0,0.0308,0.0986,0.0,0.0706,0.481,90.072,4,Unknown
0zRl8ICMxP7QpELqrpPAxZ,"Armaan Malik, Shraddha Kapoor",Best Of Shraddha Kapoor,"Sab Tera (From ""Baaghi"")",34,228116,False,0.505,0.642,7,-5.864,1,0.0339,0.643,0.0,0.151,0.427,159.775,4,"filmi, modern bollywood"
0lCdndc8chDOcAQqfLvCyE,"A.R. Rahman, Alka Yagnik",Zubeidaa (Original Motion Picture Soundtrack),Mehndi Hai Rachnewali,48,266253,False,0.793,0.468,7,-7.677,0,0.0582,0.0984,0.0,0.1,0.871,82.017,4,"modern bollywood, filmi, hare krishna"
0ytlfwpllK3xn1SN0gNKuT,"Ankit Tiwari, Palak Muchhal",Sanam Teri Kasam (Original Motion Picture Soundtrack),"Sanam Teri Kasam (From ""Sanam Teri Kasam"")",0,314000,False,0.624,0.551,0,-6.871,0,0.033,0.285,0.0,0.234,0.229,149.97,4,"filmi, modern bollywood"
1sYC1fG7s4p0pTykrJqmgW,"Pritam, Papon, Sunidhi Chauhan",Barfi! (Original Motion Picture Soundtrack),Kyon,62,266053,False,0.726,0.664,2,-6.674,1,0.0331,0.636,0.0,0.0964,0.831,121.922,4,"filmi, indian folk, indian instrumental, modern bollywood"
53DXM0bHfB7xkqJZYlksuh,"Benny Dayal, Shreya Ghoshal",Ghajini,Kaise Mujhe,59,343741,False,0.59,0.414,10,-12.391,1,0.0346,0.781,0.000522,0.146,0.292,82.002,4,"filmi, modern bollywood"
3B4w3k2gqZL8xynzDMVBly,"Lata Mangeshkar, Mukesh","Legends: Lata Mangeshkar - The Melody Queen, Vol. 4","Kabhi Kabhi Mere Dil Mein - From ""Kabhi Kabhie""",0,309533,False,0.416,0.314,4,-14.275,1,0.036,0.942,7.75e-06,0.148,0.68,109.76,4,"lata, filmi, classic bollywood"
21Qi4mRdgXJ6XFBkG5eqsJ,"Sona Mohapatra, Abhishek Nehwal, Shadab Faridi",Bangistan,Ishq Karenge,13,266511,False,0.816,0.855,4,-2.916,1,0.104,0.08,0.0,0.252,0.742,114.998,4,"filmi, modern bollywood"
2PEo8JQ48mfEv8a2HLqDvt,"Sachin-Jigar, Rashmeet Kaur, Shamur, IP Singh","Nadiyon Paar (Let the Music Play Again) [From ""Roohi""]","Nadiyon Paar (Let the Music Play Again) (From ""Roohi"")",60,164045,False,0.875,0.846,7,-5.276,1,0.0716,0.137,1.15e-05,0.123,0.697,114.981,4,"filmi, desi pop, modern bollywood, punjabi pop, gujarati pop"
35RWttZt8zGGzT0mWtlXpn,Armaan Malik,M.S.Dhoni - The Untold Story,Jab Tak,59,174039,False,0.299,0.447,3,-7.862,0,0.0383,0.858,0.000314,0.097,0.321,121.723,4,"filmi, modern bollywood"
7hNb5juMQyy93U63jW4Mwj,"Atif Aslam, Chinmayi, Pritam",Phata Poster Nikhla Hero (Original Motion Picture Soundtrack),"Main Rang Sharbaton Ka (From ""Phata Poster Nikhla Hero"")",0,262905,False,0.384,0.607,6,-7.429,1,0.0433,0.713,0.0,0.158,0.707,78.186,1,"filmi, marathi pop, classic pakistani pop, indian instrumental, sufi, modern bollywood"
0EU3vVR5GhdwdjtVSsN9F6,"Sunidhi Chauhan, Sukhwinder Singh, Nachiketa Chakravorty, Clinton Cerejo",Hits of Saif,"Beedi (From ""Omkara"")",0,350160,False,0.727,0.885,2,-7.073,1,0.0642,0.179,0.00179,0.108,0.454,119.977,4,"filmi, modern bollywood"
5u5Z80XASPBOsoEKie6zi8,Mickey Singh,Magic,YTL,0,205540,False,0.594,0.82,10,-3.697,0,0.133,0.0571,0.0,0.167,0.442,168.145,4,"punjabi pop, desi pop"
7GlbBALJkkX4Bl2M1l1WyY,"Mukesh, Lata Mangeshkar",Selfie With Mukesh,"Kabhi Kabhi Mere Dil Mein - From ""Kabhi Kabhie""",0,298579,False,0.506,0.315,4,-10.438,1,0.0316,0.979,5.73e-05,0.626,0.398,110.703,4,"lata, filmi, classic bollywood"
6815JZ7XTMyTDIP6DwlAKF,Ali Azmat,Jism 2,Maula,50,308196,False,0.634,0.652,4,-3.743,1,0.0418,0.149,0.000271,0.07,0.314,144.019,4,"filmi, classic pakistani pop, sufi, pakistani pop"
0iEpUAEdzvBDiEQuHht1Vz,Atif Aslam,Doorie,Ehsaas,0,220251,False,0.681,0.714,2,-6.161,1,0.0342,0.172,2.4e-05,0.58,0.596,127.904,4,"filmi, classic pakistani pop, sufi, modern bollywood"
1Yc7xkIKn4azt5n3O7TmTX,,,,0,0,False,0.648,0.555,5,-8.322,1,0.0247,0.131,1.54e-06,0.156,0.454,99.992,4,Unknown
7d20zqaMNkVeG0xSiO3bAE,Vasantrao Deshpande,Ashtavinayak,Pratham Tula Vandito,46,373560,False,0.284,0.426,9,-12.29,1,0.0385,0.984,0.000659,0.216,0.665,76.365,4,"indian classical, hindustani vocal, marathi traditional"
5XEWnI7DPLqFxyPsSiesFS,"R. D. Burman, Shabbir Kumar, Lata Mangeshkar",Betaab,Jab Hum Jawan Honge,0,429800,False,0.563,0.45,1,-11.361,0,0.0473,0.785,2.35e-06,0.125,0.841,135.984,4,"lata, filmi, chutney, classic bollywood"
1GBhxvLrjpdku6Mk6ewCay,"Laxmikant–Pyarelal, Lata Mangeshkar",Aasha,Sheesha Ho Ya Dil Ho,0,346480,False,0.428,0.646,4,-6.284,1,0.0917,0.864,1.03e-06,0.157,0.543,128.195,3,"lata, filmi, classic bollywood"
0mZojrLOYUFofE20NNjuVR,"KK, Sunidhi Chauhan",Taxi No. 9211,Ek Nazar Mein Bhi,45,277946,False,0.772,0.554,1,-9.647,1,0.0425,0.0673,0.000269,0.115,0.669,103.001,4,"filmi, modern bollywood"
5zKRKQwLVBT1WDJE7XJrnm,"Shankar Mahadevan, Shaan, KK",Dil Chahta Hai,Koi Kahe Kehta Rahe,58,346200,False,0.749,0.734,1,-7.058,1,0.0594,0.00166,6.48e-06,0.108,0.652,131.975,4,"filmi, modern bollywood"
31GwWDuXFnjzOYxQh1wBGV,,,,0,0,False,0.531,0.865,1,-3.389,0,0.0536,0.481,0.0,0.22,0.582,79.97,4,Unknown
2NLV2sSMKbHYyqezZiqXj0,"Salim–Sulaiman, Sonu Nigam, Shreya Ghoshal, Salim Merchant",Sonu Nigam: Best of Me,"Shukran Allah (From ""Kurbaan"")",27,290053,False,0.432,0.695,1,-8.022,1,0.111,0.732,0.0014,0.274,0.513,116.153,3,"filmi, indian folk, modern bollywood"
1puaI927CL6bpyZ6bDtWP6,,,,0,0,False,0.624,0.944,1,-1.871,1,0.108,0.0795,0.000419,0.119,0.908,194.937,3,Unknown
0Qs67RelQ1FHAPkVBUoTDu,,,,0,0,False,0.535,0.285,4,-14.143,1,0.0307,0.836,0.00572,0.118,0.206,92.033,4,Unknown
5tfyaHkN7zisFJPFh9oKNa,"Sachin-Jigar, Sonu Nigam, Parineeti Chopra, Kausar Munir",Maana Ke Hum Yaar Nahin (Duet),Maana Ke Hum Yaar Nahin (Duet),38,327505,False,0.425,0.389,8,-11.068,1,0.0291,0.877,1.29e-06,0.0665,0.335,90.903,4,"filmi, gujarati pop, modern bollywood"
4YoJkzu02TenbJdPFpYvDh,Amit Trivedi,Lootera (Original Motion Picture Soundtrack),Zinda,0,241894,False,0.482,0.408,9,-9.723,1,0.0262,0.411,0.0658,0.102,0.243,89.946,4,"filmi, modern bollywood"
3oFQz8s9nnr6AvrbTf4kgt,Kishore Kumar,Yaarana (Original Motion Picture Soundtrack),"Tere Jaisa Yaar Kahan - From ""Yaarana""",45,278773,False,0.372,0.595,7,-11.152,1,0.0747,0.863,0.00221,0.31,0.393,104.427,4,"filmi, classic bollywood"
1O5mTSQa0sCce9ghhDqIZl,"A.R. Rahman, Javed Ali",Jodhaa Akbar (Original Motion Picture Soundtrack),Jashn-E-Bahaaraa,67,315173,False,0.7,0.343,2,-10.474,1,0.0308,0.767,0.0,0.0789,0.488,137.864,4,"desi pop, filmi, modern bollywood"
16kiQQ4BoLHDyj5W2fkfNK,Karan Aujla,"Tauba Tauba (From ""Bad Newz"")","Tauba Tauba (From ""Bad Newz"")",75,207157,False,0.676,0.745,8,-6.19,1,0.0503,0.329,4.36e-05,0.0998,0.842,95.102,4,"punjabi pop, desi hip hop"
0ZE5bNxkKHxmtGBMduynR9,"Hariharan, Sukhwinder Singh",Taal (Original Motion Picture Soundtrack),"Nahin Saamne Tu (From ""Taal"")",0,358946,False,0.456,0.247,7,-17.85,1,0.0332,0.129,0.000389,0.0724,0.0877,175.813,4,"ghazal, filmi, modern bollywood"
5fW4gRS99wXOOuYRV03W5X,"Mohammed Rafi, Laxmikant–Pyarelal",Loafer,Aaj Mausam Bada Beimaan Hai,54,374256,False,0.355,0.426,0,-11.143,1,0.0349,0.845,0.00123,0.0916,0.601,67.926,4,"filmi, classic bollywood"
20cqpJq6UspwjawaL6o1dF,Mukesh,Anari (Original Motion Picture Soundtrack),Kisi Ki Muskurahaton Se,38,269333,False,0.394,0.303,0,-13.401,0,0.0486,0.75,2.04e-05,0.0656,0.837,207.806,4,"filmi, classic bollywood"
6v7NjCg1b9WTGVD05vaYTN,"Benny Dayal, Shalmali Kholgade","Lat Lag Gayee (From ""Race 2"")","Lat Lag Gayee (From ""Race 2"")",0,280369,False,0.79,0.892,10,-4.038,0,0.0404,0.229,1.24e-06,0.206,0.896,131.994,4,"filmi, modern bollywood"
7s90fww50tsJakE3EkINq4,Kishore Kumar,Hits of Rajesh Khanna,"Roop Tera Mastana - From ""Aradhana""",0,225213,False,0.451,0.53,8,-8.787,0,0.095,0.668,7.13e-06,0.234,0.543,83.351,4,"filmi, classic bollywood"
1QwVVMQ6AglyGK6CgRzkbz,"Udit Narayan, Alka Yagnik",My Best Collection - Udit Narayan,"Abhi to Mohabbat Ka (From ""Hum Ho Gaye Aap Ke"")",46,310266,False,0.606,0.879,7,-7.713,1,0.0462,0.266,2.19e-06,0.0466,0.887,153.927,4,"odia pop, filmi, hare krishna, modern bollywood, chutney"
2Q4HwpksnKHf2DwTr8f9hH,Kishore Kumar,Meri Awaaz Suno - Kishore Kumar,"Pyar Diwana Hota Hai - From ""Kati Patang""",0,284133,False,0.551,0.597,5,-9.827,1,0.0405,0.661,0.0,0.355,0.84,123.637,4,"filmi, classic bollywood"
5fKzdTKPV9vT4WEjEdxXrt,"Rahat Fateh Ali Khan, Suzanne D'Mello",De Dana Dan (Original Motion Picture Soundtrack),Rishte Naate,52,286586,False,0.637,0.825,11,-6.612,1,0.0816,0.352,0.0,0.389,0.836,92.029,4,"filmi, classic pakistani pop, sufi, modern bollywood, qawwali"
7o65z7yxlOfbAiDxq9WZBy,"Amit Trivedi, Vishal Dadlani",Udta Punjab (Original Motion Picture Soundtrack),Ud-daa Punjab,57,274701,False,0.909,0.906,1,-3.7,1,0.206,0.0903,1.17e-05,0.287,0.613,122.008,4,"filmi, modern bollywood"
18e3XXYCv4Tx8uUl1mP3CN,"Pritam, Vishal Dadlani, Shalmali Kholgade",Yeh Jawaani Hai Deewani,Balam Pichkari,65,288902,False,0.732,0.944,0,-4.115,1,0.09,0.209,0.0,0.401,0.957,120.02,4,"filmi, indian instrumental, modern bollywood"
20Rldx5PccB7S66gBitxee,"Harshdeep Kaur, Jazim Sharma",Manmarziyaan (Original Motion Picture Soundtrack),Grey Walaa Shade,0,283170,False,0.664,0.47,0,-6.908,1,0.0474,0.629,0.00807,0.0843,0.726,163.845,4,"filmi, sufi, modern bollywood"
2MmAYegcUty1DmG0Gw7AMh,Mohit Chauhan,Rockstar,Jo Bhi Main,58,273500,False,0.558,0.565,11,-7.561,0,0.0286,0.58,1.91e-05,0.125,0.394,135.986,4,"filmi, modern bollywood"
4w5Vuz3j34QoMcOEjWpfrO,"Meet Bros., Neha Kakkar, Earl Edgar",Hate Story 3,Tu Isaq Mera,42,251007,False,0.737,0.883,1,-2.514,1,0.0588,0.278,0.000701,0.46,0.817,86.982,4,"desi pop, filmi, modern bollywood"
0nfvWMPOudSgs3wVKSougQ,"The PropheC, Fateh",Chall Mere Naal,Chall Mere Naal,35,233257,False,0.56,0.767,9,-3.564,0,0.0417,0.354,0.0,0.341,0.788,83.907,4,"desi pop, desi hip hop, desi trap, punjabi pop, punjabi hip hop"
7MvQQGqYE4r0ucTarmI2Gr,"Shaarib Toshi, Badshah, Indeep Bakshi, Akriti Kakar",Saturday Saturday,Saturday Saturday,54,210799,False,0.847,0.938,8,-4.615,1,0.0974,0.149,0.0,0.107,0.786,130.02,4,"filmi, desi trap, desi hip hop, modern bollywood"
4XxfOvudrnBRdlgzEaq1sd,Diljit Dosanjh,G.O.A.T.,Born to Shine,75,213333,False,0.762,0.826,6,-4.339,0,0.0778,0.356,0.0,0.324,0.667,89.985,4,"punjabi pop, filmi, modern bollywood"
4Qf3kmy6VqG3jzDuzubfFz,"Arijit Singh, Neeti Mohan, Sunny M.R., Neelesh Misra",Pagglait (Original Motion Picture Soundtrack),Dil Udd Ja Re,0,303000,False,0.316,0.304,5,-13.239,1,0.0367,0.918,0.00155,0.0861,0.276,115.747,5,"indian lo-fi, bhojpuri folk, filmi, modern bollywood"
0Bph99neebTJZ6rsIhd0sN,"Jubin Nautiyal, Palak Muchhal",Kaabil,Kaabil Hoon,46,314062,False,0.662,0.873,11,-3.927,1,0.0489,0.043,1.71e-06,0.338,0.532,89.972,4,"modern bollywood, filmi, hare krishna"
